category,name,description
Household,Generic Fantsatic Led Light Water Faucet 7 Colour Changing Glow Shower Stream Tap,"Generic Fantsatic Led Light Water Faucet 7 Colour Changing Glow Shower Stream Tap Features: this led water faucet fits on most taps and led light will light up when you turn on the tap. The light is activated by water pressure and turns off automatically with the water. 7 colour are mixed displayed automatically when water flow. Main colours are green, red & blue. Abs chroming material, excellent corrosion resistance, durable."
Household,LytZon LED Mirror Light 1007/2 in Warm White Color LED Mirror Light Wattage - 10 watt SS Finish Voltage 220-240 AC,LytZon LED Mirror Light 1007/2 in Warm White Color LED Mirror Light Wattage - 10 watt SS Finish Voltage 220-240 AC
Household,"KAPOOR E-ILLUMINATIONS Elayna Chrome and Frosted White Glass Mirror/Wall Light A Modish Appeal, These Bath Lights Will Leave Your Guests In Awestruck Whenever They Enter Into Your Bathroom.","KAPOOR E-ILLUMINATIONS Elayna Chrome and Frosted White Glass Mirror/Wall Light A Modish Appeal, These Bath Lights Will Leave Your Guests In Awestruck Whenever They Enter Into Your Bathroom."
Household,"Space Fly collection Soft and Light Weight Cotton Hand Napkin (Multicolour) -Set of 4 Pieces Space Fly collection Sanvi Premium Super Soft & Light Weight Love Touch Hand Napkin / Hanging Kitchen Napkin / Hand Towel, stylish, Attractive, Good Look,feels Multi Color Set of 4 pieces Good Look,feels Skin touch Hand Napkin / Hanging Kitchen Napkin / Hand Towel.comfort perfect to use in your Skin area.","Space Fly collection Soft and Light Weight Cotton Hand Napkin (Multicolour) -Set of 4 Pieces Space Fly collection Sanvi Premium Super Soft & Light Weight Love Touch Hand Napkin / Hanging Kitchen Napkin / Hand Towel, stylish, Attractive, Good Look,feels Multi Color Set of 4 pieces Good Look,feels Skin touch Hand Napkin / Hanging Kitchen Napkin / Hand Towel.comfort perfect to use in your Skin area. Light Weight. Good feels Skin touch & SoftHanger Towels."
Household,"Volticity Glass Metal Wall Light for Bathroom, Mirror, Living Room, Stairs, Lobby and Above wash Basin and Picture The Volticity wall lamp offers great value and is suitable for numerous indoor/outdoor applications.","Volticity Glass Metal Wall Light for Bathroom, Mirror, Living Room, Stairs, Lobby and Above wash Basin and Picture The Volticity wall lamp offers great value and is suitable for numerous indoor/outdoor applications. Its stylish design cuts out unnecessary glares, and its tough construction and shatter-resistant material ensure durability. The diffuser is optically enhanced to produce a smooth, uniform light. This fitting is dust-tight and rainproof."
Household,"Philips Ultron 17-Watt Wall Light (Cool White, Round)","Philips Ultron 17-Watt Wall Light (Cool White, Round) Excessive brightness can cause discomfort to your eyes. But the right light provides more comfort physical ease and relaxation when looking directly at them. Philips LED products provide the right light for all your needs."
Household,"Signature Enterprise Double Color LED Panel Round Side 3D Effect Light (Blue,6w) -Pack of 04","Signature Enterprise Double Color LED Panel Round Side 3D Effect Light (Blue,6w) -Pack of 04 Color Name:Blue | Size:2.5 x 2.5 inch 6W side Blue LED slim panel light. 3watt white and 3watt Blue colour. color changed with the on off switch. once switch on its white colour. second time switch on its Blue colour. and third time switch on its both white and Blue colour. very easy to use and very decorative product with double colour."
Household,Outgeek LED Ceiling Light Crystal 220V Flush Mount Lamp Ceiling Mount Lamp for Hallway,"Outgeek LED Ceiling Light Crystal 220V Flush Mount Lamp Ceiling Mount Lamp for Hallway Color:Warm White Description:Voltage: 220VSwitch Type: ButtonIllumination Area: 1-3 Square meterLight Color: White, warm white, purple, blue, multicolorMaterial: Acrylic, crystalSize: Diameter 20cm(7.87in), height 7cm(2.76in)Package Includes: 1 x Ceiling lightNote:- The ceiling light needs to connect with the family circuit.- Please refer to the measurement."
Household,"Dmt 15 Watt Led Square Ceiling/Pop/False Ceiling Panel Light Roof Pack Of 5,White DMT brings you this Square shaped LED panel light in White color.","Dmt 15 Watt Led Square Ceiling/Pop/False Ceiling Panel Light Roof Pack Of 5,White DMT brings you this Square shaped LED panel light in White color. The panel light is made from Die Cast Aluminium with Powder Coated White finish. Power consumption for the light is as specified in bullet points, and voltage specification is 230 V AC, while the luminous intensity is 105 lm per watt, saving you light and your electricity bill."
Household,Groeien 3-Light Industrial Black Finish Metal Shade Hanging Pendant Ceiling Lamp Fixture Tulip Cone Disc (Bulb not Included),"Groeien 3-Light Industrial Black Finish Metal Shade Hanging Pendant Ceiling Lamp Fixture Tulip Cone Disc (Bulb not Included) This is a three light industrial looking pendant, this light fixture provide a very classy and antique industrial look, This lamp is a hard wired fixture. This fixture doesn’t have a glass or plastic globe it is made of metal"
Household,Discount4product Spiral-27 Modern Ceiling Light Fixture (Transperent),"Discount4product Spiral-27 Modern Ceiling Light Fixture (Transperent) Size: Top plate 27 cm in Diameter, Height: Approx: 2 feet, All 6.8 mm beads and 30 mm Drops are made up of Glass. 1 Led Light Installed In It , Color : Warm White (yellow), The plate is decorated with lots of crystal droplets that are put into rows.,, You can definitely buy some of these fancy kitchen chandelier for hotel, office, bedroom, living room or just your kitchen. They can meet your needs for different situations."
Household,"Marical High-Lighting Lives Fabric Wire Spider Chandelier with E27 Holders (Black, 4ft)- Set of 8","Marical High-Lighting Lives Fabric Wire Spider Chandelier with E27 Holders (Black, 4ft)- Set of 8 Color Name:Black Marical by twisted tungsten designs introduces this diy spider chandelier, which is easy to install and makes the space looks elegant and perfect."
Household,"Smartway ™ - White Colour,3W Spiral Decorative Wall lamp led It produces a beautiful 360 degree spiral effect light on walls or ceilings.","Smartway ™ - White Colour,3W Spiral Decorative Wall lamp led It produces a beautiful 360 degree spiral effect light on walls or ceilings. Perfect for Living room, Bedroom, Hallway, stairs, Corridor, Bar, Cafe.Atmosphere light Decoration night light Cool design of spiral effect, It performs not only a decoration light for your home, but also a night light. It can be used to Decorate your home living rooms , shops ,Bars ,Clubs , Hotels Rooms, Reception Area's , Office and so on."
Household,"Philips 588973113 18-Watt LED Surface Ceiling Light (White, Round)","Philips 588973113 18-Watt LED Surface Ceiling Light (White, Round) Philips brings you this LED surface round panel light in warm white colour. This lights is made of quality material and durable. These lights gives you highest energy savings. It is good heat dissipation, no heavy metals and harmful gas."
Household,Generic 12-Watt Round LED Surface Panel Light (White),Generic 12-Watt Round LED Surface Panel Light (White) Led surface panel light comes with 180 degree beam angle and sends out light evenly in all directions. It adds a nice asthetic appeal to the room .It can be applied to wall and no false ceiling required.It sheds milky white light which prevents eyes from straining.Made of Aluminum alloy materia which allows it to dissipate heat and gives it a longer lifetime.
Household,Prop It Up SFL Antique Chandelier with 6 Portuguese Style Lamps and 1 Glass Handi (White),Prop It Up SFL Antique Chandelier with 6 Portuguese Style Lamps and 1 Glass Handi (White) Size:9 Light chandelier Assembly required - Electric item should always be installed by an expert electrician. . SFL Light Give your home increased touch of sophistication and class with this unique and stylish looking product from SFL.
Household,Hosley Set of 2 Wall sconces 39cm Long with 8 Glass Cup Candle Holders and Bonus Tealight Candles Add extraordinary designer detail to any room with this beautiful Hosley wall sconce.This classic design is perfect for decorating your wall or as a statement gifting piece.,Hosley Set of 2 Wall sconces 39cm Long with 8 Glass Cup Candle Holders and Bonus Tealight Candles Add extraordinary designer detail to any room with this beautiful Hosley wall sconce.This classic design is perfect for decorating your wall or as a statement gifting piece.
Household,"sah Metal and Glass Antique Chandelier with 9 Lamps and 1 Glass, 30-inches, White This chandelier will add elegance and charm to your home with its warm white light.","sah Metal and Glass Antique Chandelier with 9 Lamps and 1 Glass, 30-inches, White This chandelier will add elegance and charm to your home with its warm white light. It has 2 levels: Lower Level (with 8 glass lamps); Upper Level (with 4 glass lamps). In the middle, there is a handi lamp where 3 bulbs are to be fitted. In total this chandelier requires 15 bulbs or lighting source. This chandelier looks best with Warm White (yellow) lights but can be used with white LED lights as per your choice."
Household,Prop It Up Sfl Portuguese Style Antique Golden Chandelier With 5 Lamp Shades,Prop It Up Sfl Portuguese Style Antique Golden Chandelier With 5 Lamp Shades Color Name:5 Light Chandelier Assembly required - Electric item should always be installed by an expert electrician. . SFL Light Give your home increased touch of sophistication and class with this unique and stylish multi color looking product from SFL.
Household,Prop It Up Golden Crystal Designer Small Chandelier For Home Dã©Cor,"Prop It Up Golden Crystal Designer Small Chandelier For Home Dã©Cor Size:150mm | Color Name:White Electrifying Gold Finish Crystal Chandelier 100% Crystal Chandelier, This Empire Chandelier Is Characteristic Of The Grand Chandeliers Which Have Decorated The Finest Chateaux And Palaces And Reflects A Time Of Class And Elegance Which Is Sure To Lend A Special Atmosphere In Every Home."
Household,Discount4product 8corner-Square-jummer Modern Ceiling Light Fixture (Transperent),Discount4product 8corner-Square-jummer Modern Ceiling Light Fixture (Transperent) The plate is decorated with lots of crystal droplets that are put into rows.Once illuminated it gives out an amazing array of sparkle that would dazzle any room.This fitting is a semi-flush type so its ideal for low ceilings. Uses LED light fitted. Finish: Chrome.
Household,Prop it up Made in India Diamond Shape Crystals Square Chandelier -27 x 27 x 32,Prop it up Made in India Diamond Shape Crystals Square Chandelier -27 x 27 x 32 Color Name:Design 2 Product description The plate is decorated with lots of crystal droplets that are put into rows.Once illuminated it gives out an amazing array of sparkle that would dazzle any. room.This fitting is a semi-flush type so its ideal for low ceilings. Uses LED light fitted. Finish: Chrome
Household,"Prop It Up ntique Design Brass 5 Lamps Chandelier, 38x38x25cm (Golden and Brown)","Prop It Up ntique Design Brass 5 Lamps Chandelier, 38x38x25cm (Golden and Brown) Antique 5 lamp chandelier adds great aesthetics to you home with its old world charm. Its soft yellow light adds a unique theme to your home. The chandelier is an object of envy and attention among your counterparts."
Household,"ExclusiveLane Wooden Barrel Shaped Chandelier with Metal Hanging Shades Lamps - 6 Delicately hand-crafted and skillfully hand-painted in Rajasthan, this barrel shaped chandelier has an unusual ethnic feel to it.","ExclusiveLane Wooden Barrel Shaped Chandelier with Metal Hanging Shades Lamps - 6 Delicately hand-crafted and skillfully hand-painted in Rajasthan, this barrel shaped chandelier has an unusual ethnic feel to it. Embellished in detailed floral cutwork, the 6 brightly painted metal shades hang like drops of paint to the mango wood base. The addition of tiny bells along the edge of the wooden base add to the aesthetics and looks stunning when light falls through these shades."
Household,Discount4product round-50drops-HQ-h2-in Modern Ceiling Light Fixture (Transperent),Discount4product round-50drops-HQ-h2-in Modern Ceiling Light Fixture (Transperent) The plate is decorated with lots of crystal droplets that are put into rows.Once illuminated it gives out an amazing array of sparkle that would dazzle any. room.This fitting is a semi-flush type so its ideal for low ceilings. Uses LED light fitted. Finish: Chrome.
Household,Discount4product 27cm-Square-chandalier-Flate Modern Ceiling Light Fixture (Transperent),Discount4product 27cm-Square-chandalier-Flate Modern Ceiling Light Fixture (Transperent) The plate is decorated with lots of crystal droplets that are put into rows.Once illuminated it gives out an amazing array of sparkle that would dazzle any room.This fitting is a semi-flush type so its ideal for low ceilings. Uses LED light fitted. Finish: Chrome.
Household,"Sah Imported Antique Design Modern Chandelier,White Sah Antique Chandelier Adds luxurious touch to your home decor with this classy Antique finished chandelier.","Sah Imported Antique Design Modern Chandelier,White Sah Antique Chandelier Adds luxurious touch to your home decor with this classy Antique finished chandelier. Made from Aluminium and Glass, it will surely enhance the look of your living room. This exclusively hand finished ceiling light with 5 frosted white glass shades will blend well with any kind of interiors. All parts are lacquered for a long lasting finish and durability. Holder: E-27."
Household,"Homesake™ 3-Lights Round Cluster Chandelier Black Diamond Hanging Pendant Light with Braided Cord, Bulbs Not Included Illuminate your dining room or living room with this striking cluster pendant features three graduated diamond shaped lights suspended from a round plate on black-finished rods artfully displayed at different heights.","Homesake™ 3-Lights Round Cluster Chandelier Black Diamond Hanging Pendant Light with Braided Cord, Bulbs Not Included Illuminate your dining room or living room with this striking cluster pendant features three graduated diamond shaped lights suspended from a round plate on black-finished rods artfully displayed at different heights. Rich, rustic, and unmistakably stylish, this gorgeous 3-light hanging fixture marries brilliant character with impeccable taste."
Household,"Philips 9290018611 Base B22 10-Watt LED Lamp (Pack of 2, Warm White)","Philips 9290018611 Base B22 10-Watt LED Lamp (Pack of 2, Warm White) Philips 10w led lamp base b22 - linear (warm white, pack of 2) The colour of this lamp is warm white known as golden yellow (3000k)Base: b22Lumens: 1000 Dimensions (approx.): height: 8.0cm,"
Household,Parasnath Black Heavy Folding Ladder with Wide Steps Milano 4 Steps 4.1 Ft Ladder (Made in India),"Parasnath Black Heavy Folding Ladder with Wide Steps Milano 4 Steps 4.1 Ft Ladder (Made in India) Parasnath folding metal ladder 4 steps made from using high strength metal , this ladder from parasnath is ideal and a must have for every household, office, warehouse, shop etc. This product features a corrosion resistant design, which also provides additional safety and support. The product as we know is a folding ladder, it has easy and smooth folding hinge."
Household,"Weldecor LED Pendant Lamp Black, with Pull Down Feature for Commercial, Indoor, Outdoor Purpose Pendant Lamp with PULL down Feature, Recommended for Dinning table, Carom table, Kitchen.","Weldecor LED Pendant Lamp Black, with Pull Down Feature for Commercial, Indoor, Outdoor Purpose Pendant Lamp with PULL down Feature, Recommended for Dinning table, Carom table, Kitchen. There is a handle attached in the bottom for pendant for Easy Pull down and Easy Back up again, Smooth mechanism has been installed in it. Sure to enhance the architectural attributes of your home or office, this ceiling lamp from the latest collection of Weldecor a great choice."
Household,Syska SSK-RDL-S-12W-4K 12-Watt LED Recessed Panel Light (Warm White),"Syska SSK-RDL-S-12W-4K 12-Watt LED Recessed Panel Light (Warm White) Item Package Quantity:1 SYSKA LED Slim Recessed Panel Lights are energy efficient, environment friendly and retrofit solution for high power consuming traditional lights. Offers versatile features for household and industrial applications."
Household,"WhiteRay Round Black Hanging light Sure to enhance the architectural attributes of your home or office, this ceiling lamp from the latest collection of Whiteray is a great choice.","WhiteRay Round Black Hanging light Sure to enhance the architectural attributes of your home or office, this ceiling lamp from the latest collection of Whiteray is a great choice. Made from a premium quality material, this lamp can be used purely as a charming decorative piece. This amazingly beautiful lighting option has been created with quality and utility. In addition, its lovely structure will surely attract a lot of onlookers."
Household,US DZIRE™ 150PLN Wooden Unique Modern Ceiling Hanging Light (with Bulb),"US DZIRE™ 150PLN Wooden Unique Modern Ceiling Hanging Light (with Bulb) Living Room Bedroom,Office, Hotel Restaurant, Cafe,Resort for Interior lamp This product is specially designed by US DZIRE for interior Decoration. How Do We Use Pendant Lights? There are a lot of different ways we use pendant lights. Pendant fixtures are used for general lighting, area lighting and task lighting."
Household,"R@DIANT Modern Design Fumed Glass 5 Watt Hanging and Pendant Light, Brown -Set of 2 Piece DescriptionSure to enhance the architectural attributes of your home or office, this lamp from the latest collection of R@DIANT is a great choice.","R@DIANT Modern Design Fumed Glass 5 Watt Hanging and Pendant Light, Brown -Set of 2 Piece DescriptionSure to enhance the architectural attributes of your home or office, this lamp from the latest collection of R@DIANT is a great choice. Made from a premium quality material, this lamp can be used purely as a charming decorative piece. This amazingly beautiful lighting option has been created with quality and utility.In addition, its lovely structure will surely attract a lot of onlookers."
Household,"Corvi Surface 8 20-Watt LED Panel Light (Pack of 2, White, Round)","Corvi Surface 8 20-Watt LED Panel Light (Pack of 2, White, Round) Color Name:White The most powerful Surface 8 built out of SSD technology. 150 Lumens per watt gives you highest energy savings at the lowest cost. UGR management system gives you a glare free, non straining experience. Fluctuation proof and comes with lifetime warranty."
Household,"Syska RDL Series 15-Watt LED Recessed Panel Light (Pack of 6, Cool White)","Syska RDL Series 15-Watt LED Recessed Panel Light (Pack of 6, Cool White) Item Package Quantity:6 LED Panel Lights are one of best lighting options for indoor settings and Syska offers a wide range of LED Panel Lights that meets the taste and preferences of every buyer. Advanced and durable, These LED Panel Lights are shock resistant and undergo a number of quality tests to ensure that they operate efficientely for a long span of time."
Household,"Philips AstraPrime 15-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Square)","Philips AstraPrime 15-Watt Recessed LED Panel Ceiling Light (Cool Day Light, Square) Style:Square | Color Name:Cool Day Light Q1 - What is a LED downlighter/panel? A - A downlight or an LED panel is a ceiling light which goes into the ceiling. You need to have a false ceiling to install this type of lighting. Q2 - What is the difference between a downlight and panel? A - A downlight is rear lit. This means the LEDs are present on the back side of the product."
Household,DMT 18 Watt LED Ceramic Square/POP/False Ceiling Panel Light Roof (WHITE),"DMT 18 Watt LED Ceramic Square/POP/False Ceiling Panel Light Roof (WHITE) DMT brings you this Square shaped LED panel light in White color. The panel light is made from Die Cast Aluminium with Powder Coated White finish. Power consumption for the light is as specified in bullet points, and voltage specification is 230 V AC, while the luminous intensity is 105 lm per watt, saving you light and your electricity bill."
Household,Homesake B018 Edison Vintage Rope Hanging Ceiling Light (Black),"Homesake B018 Edison Vintage Rope Hanging Ceiling Light (Black) Bring alive the rustic and playful mood with this rope style hanging pendant with e 27 base. Simple screw it with ceiling, put a filament bulb/lamp and enjoy the look. The piece comes with complete ceiling fitting, which includes ceiling cap, screw and nut. The bulb is not included"
Household,Rjkart Glass Set of 3 Multicolor Hanging Pendant Ceiling Lights for Home Décor This Amazing Hanging light From Brightt 8 Lighting.,"Rjkart Glass Set of 3 Multicolor Hanging Pendant Ceiling Lights for Home Décor This Amazing Hanging light From Brightt 8 Lighting. A Useful Addition To Your Home Decor. Crafted From High Quality Glass And Material, This hanging Lamp Is Long Lasting And Energy Efficient. This Pendent Lamp Produces The Same Amount Of Light As Normal Ones And Features A Look That Is Similar To Traditional Incandescent Lights, But It Also Has A Light Weight Design And Is More Energy Efficient."
Household,Citra Pack of 2 E27 Single Head Vintage Black Aluminium Hanging Light Pendant Ceiling Lights Lamp Industrial Retro Country Style led Bulb Dining Restaurant Bar Cafe Lighting Use (No Bulbs provided),"Citra Pack of 2 E27 Single Head Vintage Black Aluminium Hanging Light Pendant Ceiling Lights Lamp Industrial Retro Country Style led Bulb Dining Restaurant Bar Cafe Lighting Use (No Bulbs provided) Pack Content: Base fitting, Glass, Cord,"
Household,"Quace Head Vintage Hemp Rope Pendant Light Fixture (110V-220V, Brown, 1m) - 4 Units","Quace Head Vintage Hemp Rope Pendant Light Fixture (110V-220V, Brown, 1m) - 4 Units Size:1 Meter - 4 Units Features: Not only lighting but also decorating your house. E27 lamp base, you can choose any bulbs with E27 interface as you want. Made of hemp rope, it looks very special and vintage. You can tie various attractive and unique knots as your preference. Perfect to create warm, romantic atmosphere for your restaurants, bars and cafes."
Household,BrightLyts Aluminium Hanging Light Pendant Ceiling Lights Lamp (Multicolour) - Set of 3,"BrightLyts Aluminium Hanging Light Pendant Ceiling Lights Lamp (Multicolour) - Set of 3 Size:Medium Bright Lite Solution’s Antique Pendant Hanging Lamp Crafted From High Quality Material, Provide A Perfect Match of Trending and Traditional look of Ceiling Lamp. It can be hang on the Ceiling of the Living Room or over your Dining Table etc. Length of cords can be adjustable according to requirement of user."
Household,"Homesake Metallic Black Pendant Hanging Light, Hanging Lamp 10"" Unique metal pendant lamp - aged black and golden inside finish twisted wire plugs into any wall outlet.","Homesake Metallic Black Pendant Hanging Light, Hanging Lamp 10"" Unique metal pendant lamp - aged black and golden inside finish twisted wire plugs into any wall outlet. Includes hooks, clamps and switch. Classic industrial style dome design fits well with any country, rustic, primitive, industrial, or shabby chic decor."
Household,Groeien 3-Lights Round Cluster Chandelier Black Diamond Hanging Pendant Light with Braided Cord.(ST64 Filament Bulb Included),"Groeien 3-Lights Round Cluster Chandelier Black Diamond Hanging Pendant Light with Braided Cord.(ST64 Filament Bulb Included) Illuminate your dining room or living room with this striking cluster pendant features three graduated Cube shaped lights suspended from a round plate on black-finished rods artfully displayed at different heights. Rich, rustic, and unmistakably stylish, this gorgeous 3-light hanging fixture marries brilliant character with impeccable taste."
Household,"Homesake Antique Copper Hammered Pendant Light, Hanging Lamp, 10"" This hammered metal pendant is perfect for bar, restaurant, dining room, cafe or club.","Homesake Antique Copper Hammered Pendant Light, Hanging Lamp, 10"" This hammered metal pendant is perfect for bar, restaurant, dining room, cafe or club. The metal surface is hand hammered to give it classic shape, and is antique copper coated to give it an industrial feel. The inside is white coated, for better reflection of light. This piece comes with standard e 27 fitting and a bulb included with the package. This retro piece is sure to delight your guests and get the conversations started."
Household,"Quace Head Pendant Light Fixture E26/E27 Base, Retro Hemp Rope Hanging Light Vintage Ceiling Light Lamp Retro Style 110V-220V (1 Unit, 1 M, Brown)","Quace Head Pendant Light Fixture E26/E27 Base, Retro Hemp Rope Hanging Light Vintage Ceiling Light Lamp Retro Style 110V-220V (1 Unit, 1 M, Brown) Size:1 Meter - 1 Unit This Coudre pendant lamp is made of hemp, not only functions as the lamp but also a decoration which is retro and industrial. Features: Not only lighting but also decorating your house. E27 lamp base, you can choose any bulbs with E27 interface as you want. Made of hemp rope, it looks very special and vintage."
Household,Eisa 3 Light Industrial Black Finish Metal Shade Hanging Pendant Ceiling Lamp Fixture Tulip Cone Disc (Without Bulb) (Small),"Eisa 3 Light Industrial Black Finish Metal Shade Hanging Pendant Ceiling Lamp Fixture Tulip Cone Disc (Without Bulb) (Small) Size:Small ★Give your home increased touch of sophistication and class with this unique and stylish looking product from Eisa Group.★This kind of vintage chandelier is perfect for decorating your living room, bedroom, kitchen, cafe, bar, Restaurant, etc.★It creates a vintage industrial style,"
Household,"Imper!al Metal and Glass Lantern Style Pendant Ceiling Lamp for Bedroom, Hanging Lamps with LED Bulb, Golden Antic Colour, Standard Add a creative touch to your home decor by installing rustic lantern in your room.","Imper!al Metal and Glass Lantern Style Pendant Ceiling Lamp for Bedroom, Hanging Lamps with LED Bulb, Golden Antic Colour, Standard Add a creative touch to your home decor by installing rustic lantern in your room. This vintage style lantern is made of aluminium and has transparent glass and transparent Color opption which can illuminate the walls very well. Finishing of the lantern has been done in antique and Royal Black style. It has B22 type holder and LED candle bulb is recommended to use."
Household,"Sehaz Artworks DIY Tomb Conical Manufactured Wooden Ceiling Pendant Lamp Shade (30 cm x 30 cm x 4 cm, Brown)","Sehaz Artworks DIY Tomb Conical Manufactured Wooden Ceiling Pendant Lamp Shade (30 cm x 30 cm x 4 cm, Brown) Style:Tomb Sehaz Artworks introduces Ceiling Pendant Lamp to decorate your house with a charm of wooden finish, the laser cut design gives the immense look of perfection, you can easily assemble the product by looking at product manual provided."
Household,TIED RIBBONS Hammered Ceiling Hanging Metallic Pendant Light Lamp (Golden),"TIED RIBBONS Hammered Ceiling Hanging Metallic Pendant Light Lamp (Golden) Light up the style in you, by adding brightness, drama, beauty and style to any room with this amazing hanging lamp."
Household,"Homesake Classic Moroccan Hanging Lamp, (Antique Copper)","Homesake Classic Moroccan Hanging Lamp, (Antique Copper)"
Household,"Homesake Classic Copper Hammered Pendant Light, Hanging Lights ""This hammered metal pendant is perfect for bar, restaurant, dining room, cafe or club.","Homesake Classic Copper Hammered Pendant Light, Hanging Lights ""This hammered metal pendant is perfect for bar, restaurant, dining room, cafe or club. The metal surface is hand hammered to give it classic shape, and is copper coated to give it an industrial feel. The inside is white coated, for better reflection of light. This piece comes with standard e 27 fitting and a bulb included with the package. This retro piece is sure to delight your guests and get the conversations started."
Household,Rjkart Silver Decorative Pendant Hanging Lights for Ceiling,"Rjkart Silver Decorative Pendant Hanging Lights for Ceiling Color Name:Sliver This Amazing Hanging light From Brightt 8 Lighting. A Useful Addition To Your Home Decor. Crafted From High Quality Glass And Material, This hanging Lamp Is Long Lasting And Energy Efficient. This Pendent Lamp Produces The Same Amount Of Light As Normal Ones And Features A Look That Is Similar To Traditional Incandescent Lights, But It Also Has A Light Weight Design And Is More Energy Efficient."
Household,"Homesake Copper Edison Filament Hanging Diamond Caged, E27 Holder Diamond cage pendant lamp - twisted wire plugs into any wall outlet.","Homesake Copper Edison Filament Hanging Diamond Caged, E27 Holder Diamond cage pendant lamp - twisted wire plugs into any wall outlet. Includes hooks, clamps and switch. Classic industrial style dome design fits well with any country, rustic, primitive, industrial, or shabby chic decor. Pendant light cord pulleys are available for purchase as well to add a nice industrial look to your lamp you can use a filament or led bulb for the perfect look. Please note that bulb is not included."
Household,"Homesake Edison Filament Wooden Walnut Bubble Bulb Holder with Fixture, Antique Black, Set of 2 Perfect hanging lighting or decoration for any rooms.","Homesake Edison Filament Wooden Walnut Bubble Bulb Holder with Fixture, Antique Black, Set of 2 Perfect hanging lighting or decoration for any rooms. Unique design makes it cast an eye catching accent in modern kitchen. Increasing more aesthetics with vintage bulb in the bar. Install this beautiful looking mini wood pendant light in a variety of spaces like foyers, bedrooms, kitchens, office reception areas, restaurants, hotels or shops."
Household,Citra Ac110V E26/E27 Single Head Vintage Black Metal Triangle Shape Hanging Light Pendant Ceiling Light Lamp DetailsBrand:;LavishPack Content:;1 PendentTotal Dimensions (Lxbxh Inches):;14X14X20Holder & Plug Type:;E27 HolderBulb Recommended:;Cfl/LedSwitch Type:;No SwitchTotal Weight (Kgs):;0.,Citra Ac110V E26/E27 Single Head Vintage Black Metal Triangle Shape Hanging Light Pendant Ceiling Light Lamp DetailsBrand:;LavishPack Content:;1 PendentTotal Dimensions (Lxbxh Inches):;14X14X20Holder & Plug Type:;E27 HolderBulb Recommended:;Cfl/LedSwitch Type:;No SwitchTotal Weight (Kgs):;0.
Household,Craftter Set of 3 White Gold Dimond Metal Hanging Lamp Pendant Light Decorative,Craftter Set of 3 White Gold Dimond Metal Hanging Lamp Pendant Light Decorative Color Name:Gold This is a very cool and exciting source of Hanging Light! Totally unique.It has been finished in a metallic that really makes it look very realistic. It coordinates beautifully with Ceiling plate.This beautiful Handmade Shade is artfully created with a beautiful design.
Household,"Citra E26/E27 Single Head Vintage Black Metal Simple Round Shape 10"" Hanging Pendant Ceiling Light DetailsBrand:LavishPack Content:1 PendentTotal Dimensions (Lxbxh Inches):14X14X20Holder & Plug Type:E27 HolderBulb Recommended:Cfl/LedSwitch Type:No SwitchTotal Weight (Kgs):0.5Cord","Citra E26/E27 Single Head Vintage Black Metal Simple Round Shape 10"" Hanging Pendant Ceiling Light DetailsBrand:LavishPack Content:1 PendentTotal Dimensions (Lxbxh Inches):14X14X20Holder & Plug Type:E27 HolderBulb Recommended:Cfl/LedSwitch Type:No SwitchTotal Weight (Kgs):0.5Cord Material:AluminiumCord Length:1 MetreFixture Material:MetalFixture Color:BlackFixture Diameter:4OverviewRaise The Style Quotient Of Your Home By Picking Up One Of These Stunningly Designed Bell-Shaped Lamps."
Household,Citra E26/E27 Single Head Vintage Black Metal Big Hanging Light Pendant Ceiling Light Lamp (No Bulbs Provided),Citra E26/E27 Single Head Vintage Black Metal Big Hanging Light Pendant Ceiling Light Lamp (No Bulbs Provided) DetailsBrand:LavishPack Content:1 PendentTotal Dimensions (LxBxH Inches):14X14X20Holder & Plug type:E27 HolderBulb Recommended:CFL/LEDSwitch type:No SwitchTotal Weight (Kgs):0.5Cord Material:AluminiumCord Length:1 metreFixture Material:MetalFixture Color:BlackFixture Diameter:4OverviewRaise the style quotient of your home by picking up one of these stunningly designed bell-shaped lamps.
Household,Homesake Black Steel Industrial Pendant With Mason Jar Caged mason jar open bottom pendant light is made with recycled glass and is a reproduction of an antique mason jar from the 1880.,"Homesake Black Steel Industrial Pendant With Mason Jar Caged mason jar open bottom pendant light is made with recycled glass and is a reproduction of an antique mason jar from the 1880. Use these for higher wattage bulbs of 40 watt. Shown with our 40 watt vintage Edison bulb(not included), available with the open bottom and ventilation on the top, these provide plenty of light while keeping everything cool."
Household,Citra Antique Black Shade Glass Jar Pendant Ceiling Light Max 120W with 3 Lights Painted Finish,"Citra Antique Black Shade Glass Jar Pendant Ceiling Light Max 120W with 3 Lights Painted Finish Specifications:Sockets: 3 E26 bulb sockets.(bulbs not included).Power: The power of one bulb socket is 40W. Total power is 3*40W=120W.Voltage: 220V-240VApplicable Bulb Type: Edison bulbs, incandescent bulbs, CFLs and LED bulbs. We recommend LED bulbs, save energy and life is long.Installation instructions:Fix the metal bracket to the ceiling.Assemble 3 pendants and ceiling plate."
